,book_id,title,format,authors,size,publicationYear,genres
1414869,14059.0,"Rich Dad, Poor Dad",Paperback,600,195,2007,"non-fiction,fiction,history,historical fiction,biography"
1418222,18618.0,The Rest of Us Just Live Here,Hardcover,370361,317,2015,"young-adult,fantasy,paranormal,fiction,romance"
1419387,6730.0,"Beautiful Darkness (Caster Chronicles, #2)",Hardcover,"2895706,2895707",503,2010,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1419941,14634.0,The God of Small Things,Hardcover,6134,340,1997,"fiction,history,historical fiction,biography,romance"
1425008,6801.0,"Origin (Lux, #4)",Paperback,4476934,364,2013,"romance,fantasy,paranormal,young-adult,fiction"
1425182,19533.0,"We'll Always Have Summer (Summer, #3)",Hardcover,151371,291,2011,"young-adult,romance,fiction"
1426248,18742.0,Anthem,Paperback,432,105,1999,"fiction,fantasy,paranormal,young-adult,romance"
1426253,898.0,Atlas Shrugged,Paperback,"432,1421",1168,1999,"fiction,fantasy,paranormal,romance,mystery,thriller,crime,non-fiction,history,historical fiction,biography"
1427101,786.0,To Kill a Mockingbird,Paperback,1825,324,2006,"fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
1428196,19341.0,"Clockwork Princess (The Infernal Devices, #3)",Paperback,150038,567,2013,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
1429636,14870.0,The Pact,Paperback,7128,512,2006,"fiction,romance,mystery,thriller,crime,young-adult"
1430103,14717.0,Let's Explore Diabetes with Owls,Hardcover,2849,275,2013,"non-fiction,fiction,history,historical fiction,biography"
1431534,29256.0,The Legend of Sleepy Hollow (Graphic Novel),Paperback,"53498,5363724,28525",64,2004,"fiction,fantasy,paranormal,mystery,thriller,crime,history,historical fiction,biography,comics,graphic,children,young-adult"
1432257,162292.0,Binge,Hardcover,8301425,303,2015,"non-fiction,history,historical fiction,biography,young-adult"
1432677,10024.0,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",Kindle Edition,4126827,456,2011,"young-adult,fantasy,paranormal,romance,mystery,thriller,crime,fiction"
1433667,12786.0,The Haunting of Hill House,Paperback,"13388,5145460",182,2006,"fiction,mystery,thriller,crime,fantasy,paranormal"
1439987,24971.0,The Devil's Arithmetic,Paperback,5989,170,2004,"fiction,history,historical fiction,biography,young-adult,children,fantasy,paranormal"
1443264,14955.0,"Fablehaven (Fablehaven, #1)",Hardcover,25052,351,2006,"fantasy,paranormal,young-adult,fiction,children"
1443438,7432.0,Gone with the Wind,Paperback,11081,1037,1999,"fiction,history,historical fiction,biography,romance"
1445078,113469.0,"Divergent Series Complete Box Set (Divergent, #1-3)",Hardcover,4039811,1556,2013,"young-adult,fiction,fantasy,paranormal,romance"
1446094,7431.0,One Flew Over the Cuckoo's Nest,Mass Market Paperback,7285,325,1963,"fiction,history,historical fiction,biography"
1451407,7469.0,"The Elite (The Selection, #2)",Hardcover,2987125,336,2013,"young-adult,romance,fantasy,paranormal,fiction"
1455508,14588.0,Eating Animals,Hardcover,2617,341,2009,"non-fiction,fiction,history,historical fiction,biography"
1457681,18850.0,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",ebook,1127619,549,2007,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1460262,8401.0,The Dark Half,Paperback,3389,469,1990,"mystery,thriller,crime,fantasy,paranormal,fiction"
1460264,8430.0,'Salem's Lot,Paperback,3389,483,1991,"mystery,thriller,crime,fantasy,paranormal,fiction"
1460772,7316.0,A Raisin in the Sun,Hardcover,3732,160,2002,"fiction,history,historical fiction,biography,young-adult,poetry"
1461037,255.0,The Goldfinch,Hardcover,8719,771,2013,"fiction,mystery,thriller,crime"
1462769,19069.0,The Further Adventures of Sherlock Holmes: After Sir Arthur Conan Doyle,Paperback,"26513,8178205,30747,7122465,17321503,1396495,50943,99754,1530877,17321504,43274",272,1986,"mystery,thriller,crime,fiction,history,historical fiction,biography,fantasy,paranormal"
1462833,12748.0,"Old Man's War (Old Man's War, #1)",Mass Market Paperback,4763,351,2007,"fiction,fantasy,paranormal"
1463186,2805.0,"Dorothy Must Die (Dorothy Must Die, #1)",Hardcover,7305254,452,2014,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
1464187,7017.0,"UnWholly (Unwind, #2)",ebook,19564,416,2012,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
1464912,17421.0,"Ender's Shadow (Ender's Shadow, #1)",Paperback,589,469,2002,"fiction,young-adult,fantasy,paranormal,children"
1466224,18061.0,The Royal We,Hardcover,"1141204,4488007",454,2015,"romance,fiction,young-adult"
1466727,1452.0,So B. It,Paperback,64028,288,2005,"young-adult,fiction,children,mystery,thriller,crime"
1467541,1597.0,"The Rosie Project (Don Tillman, #1)",Hardcover,1895943,297,2013,"fiction,romance"
1468434,992.0,"Sabriel (Abhorsen,  #1)",Mass Market Paperback,8347,491,1996,"young-adult,fantasy,paranormal,romance,fiction,children"
1475049,18293.0,Lone Wolf,Paperback,7128,517,2012,"fiction,mystery,thriller,crime,young-adult"
1477639,15271.0,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Paperback,12470,482,2002,"mystery,thriller,crime,fiction"
1479573,4361.0,"The Transfer (Divergent, #0.1)",ebook,4039811,55,2013,"young-adult,fiction,fantasy,paranormal,romance"
1481603,774.0,We the Living,Paperback,"432,1421",464,1996,"fiction,history,historical fiction,biography,non-fiction,romance"
1482364,26321.0,"Just One Year (Just One Day, #2)",Kindle Edition,295178,336,2013,"young-adult,romance,fiction"
1482403,18934.0,Can You Keep a Secret?,Paperback,6160,218,2005,"romance,fiction,young-adult"
1485198,17180.0,I Am Legend and Other Stories,Paperback,8726,317,1997,"fiction,fantasy,paranormal,mystery,thriller,crime"
1486083,14804.0,Extremely Loud and Incredibly Close,Paperback,2617,326,2006,"fiction,history,historical fiction,biography,young-adult,mystery,thriller,crime"
1487393,13547.0,"Confessions of a Shopaholic (Shopaholic, #1)",Paperback,6160,368,2003,"fiction,romance,young-adult"
1487394,20992.0,"Shopaholic and Sister (Shopaholic, #4)",Paperback,6160,388,2006,"fiction,romance,young-adult"
1487395,18932.0,"Shopaholic Takes Manhattan (Shopaholic, #2)",Paperback,6160,387,2004,"fiction,romance,young-adult"
1488235,52161.0,"Into the Gauntlet (The 39 Clues, #10)",Hardcover,14617,327,2010,"mystery,thriller,crime,young-adult,fiction,children,fantasy,paranormal,history,historical fiction,biography"
1491304,72298.0,The Pilgrim's Progress,Paperback,16244,324,2003,"fiction,fantasy,paranormal,history,historical fiction,biography,non-fiction,young-adult,poetry"
1491560,12867.0,"Rapture (Fallen, #4)",Kindle Edition,2905297,466,2012,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1494017,6525.0,"Wings (Wings, #1)",Hardcover,2096360,290,2009,"fantasy,paranormal,young-adult,romance,fiction"
1494642,3354.0,"The Gathering (Darkness Rising, #1)",Hardcover,7581,359,2011,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1495490,295.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,Mass Market Paperback,13360,1614,1990,"history,historical fiction,biography,non-fiction"
1498966,6830.0,"Inkdeath (Inkworld, #3)",Paperback,15873,699,2007,"fiction,young-adult,children,fantasy,paranormal,romance"
1499928,10232.0,November 9,Paperback,5430144,310,2015,"romance,young-adult,fiction"
1501516,1958.0,"Morning Star (Red Rising, #3)",Hardcover,6474348,524,2016,"fiction,fantasy,paranormal,young-adult,romance,mystery,thriller,crime"
1503615,1387.0,"Catching Fire (The Hunger Games, #2)",Hardcover,153394,391,2009,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1504035,5712.0,"Pushing the Limits (Pushing the Limits, #1)",Hardcover,4575371,392,2012,"young-adult,romance,fiction,mystery,thriller,crime"
1505187,1600.0,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",Hardcover,3046613,400,2014,"fiction,fantasy,paranormal,young-adult,history,historical fiction,biography,mystery,thriller,crime,romance,children"
1506770,1673.0,"Crooked Kingdom (Six of Crows, #2)",Kindle Edition,4575289,536,2016,"fantasy,paranormal,young-adult,fiction,romance,mystery,thriller,crime"
1507351,19553.0,Stormbreaker,Paperback,32590,256,2004,"young-adult,mystery,thriller,crime,fiction,children,fantasy,paranormal"
1508882,7386.0,For Whom the Bell Tolls,Paperback,1455,471,1995,"fiction,history,historical fiction,biography,romance"
1512167,8282.0,"The Vampire Lestat (The Vampire Chronicles, #2)",Paperback,7577,481,2004,"fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
1512785,17116.0,House of Leaves,Paperback,13974,705,2000,"fiction,fantasy,paranormal,mystery,thriller,crime"
1513591,20612.0,The War of the Worlds,Paperback,"880695,7779",192,2002,"fiction,fantasy,paranormal,mystery,thriller,crime"
1513592,297.0,World War Z: An Oral History of the Zombie War,Hardcover,5791,342,2006,"fantasy,paranormal,fiction,history,historical fiction,biography,mystery,thriller,crime,young-adult"
1513870,171.0,How to Stop Worrying and Start Living,Paperback,3317,358,2004,non-fiction
1513873,792.0,How to Win Friends and Influence People,Paperback,3317,288,1998,non-fiction
1514163,3777.0,"Oryx and Crake (MaddAddam, #1)",Paperback,3472,400,2004,"fiction,fantasy,paranormal"
1514481,7474.0,"Ignite Me (Shatter Me, #3)",Kindle Edition,4637539,421,2014,"young-adult,romance,fantasy,paranormal,fiction"
1517191,7176.0,A Farewell to Arms,Paperback,"1455,851957",293,2004,"fiction,history,historical fiction,biography,romance"
1517395,41903.0,A Work in Progress,Paperback,8434126,212,2015,"non-fiction,history,historical fiction,biography,young-adult"
1517768,1545.0,"Red Queen (Red Queen, #1)",Hardcover,7074943,383,2015,"fantasy,paranormal,young-adult,fiction,romance"
1520451,52162.0,"Storm Warning (The 39 Clues, #9)",Hardcover,61707,190,2010,"mystery,thriller,crime,young-adult,fiction,children,fantasy,paranormal,history,historical fiction,biography"
1520799,13176.0,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Hardcover,73149,558,2007,"fantasy,paranormal,fiction,mystery,thriller,crime,romance"
1521725,6800.0,"Opposition (Lux, #5)",Paperback,4476934,533,2014,"romance,fantasy,paranormal,young-adult,fiction,mystery,thriller,crime"
1521875,6865.0,"Grave Mercy (His Fair Assassin, #1)",Hardcover,6914204,549,2012,"fantasy,paranormal,young-adult,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
1526143,6451.0,"Walking Disaster (Beautiful, #2)",Paperback,4464118,448,2013,"romance,young-adult,fiction"
1527648,305620.0,The Dark Room,Paperback,62843,398,2002,"fiction,history,historical fiction,biography"
1528732,30061.0,The Siren,Paperback,2987125,267,2009,"fantasy,paranormal,young-adult,romance,fiction"
1532382,26196.0,"The Invasion of the Tearling (The Queen of the Tearling, #2)",Hardcover,6953956,515,2015,"fantasy,paranormal,young-adult,fiction,romance,mystery,thriller,crime"
1534465,20928.0,"Chain Reaction (Perfect Chemistry, #3)",Hardcover,274533,319,2011,"young-adult,romance,fiction"
1534664,1294.0,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Mass Market Paperback,401,540,2006,"fiction,non-fiction,history,historical fiction,biography"
1535495,909.0,The Tipping Point: How Little Things Can Make a Big Difference,Paperback,1439,301,2002,"non-fiction,history,historical fiction,biography,fiction"
1536738,23320.0,Nicholas Nickleby,Paperback,"239579,98978",817,2003,"fiction,history,historical fiction,biography,romance"
1539154,21560.0,"The Amulet of Samarkand (Bartimaeus, #1)",Hardcover,33467,462,2003,"fantasy,paranormal,young-adult,fiction,children,history,historical fiction,biography,mystery,thriller,crime"
1539177,7943.0,Marley and Me: Life and Love With the World's Worst Dog,Hardcover,8002,291,2005,"non-fiction,history,historical fiction,biography,fiction,young-adult,romance,comics,graphic"
1541445,37137.0,Monster,Paperback,13291,281,2004,"young-adult,fiction,mystery,thriller,crime,children,non-fiction"
1541447,1038.0,The Monster at the End of this Book,Hardcover,"24824,398178",32,2004,"children,fiction,fantasy,paranormal,young-adult"
1542063,18940.0,"Queen of Babble (Queen of Babble, #1)",Hardcover,11654,309,2006,"romance,fiction,young-adult"
1542680,8426.0,Siddhartha,Mass Market Paperback,"1113469,8463",152,1981,"fiction,history,historical fiction,biography,non-fiction"
1542946,20978.0,"The Princess Diaries (The Princess Diaries, #1)",Library Binding,"11654,263994,1287453",283,2001,"young-adult,romance,fiction,children,fantasy,paranormal"
1543228,7460.0,"Requiem (Delirium, #3)",Hardcover,2936493,391,2013,"young-adult,romance,fiction,fantasy,paranormal"
1543229,7473.0,"Pandemonium (Delirium, #2)",Hardcover,2936493,375,2012,"fiction,fantasy,paranormal,young-adult,romance"
1543555,8058.0,The Last Lecture,Hardcover,"287960,678030",206,2008,"non-fiction,history,historical fiction,biography,fiction,comics,graphic"
1545356,116205.0,"Silver Blaze (The Memoirs of Sherlock Holmes, #1)",Paperback,2448,111,2007,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1545895,17187.0,The Tommyknockers,Mass Market Paperback,3389,747,1993,"fiction,mystery,thriller,crime,fantasy,paranormal"
1546742,17382.0,"The Black Prism (Lightbringer, #1)",Hardcover,1370283,629,2010,"fantasy,paranormal,fiction"
1547724,13541.0,The Storied Life of A.J. Fikry,Hardcover,40593,260,2014,"fiction,romance,mystery,thriller,crime"
1548607,17694.0,The Aeneid,Paperback,"919,573688",442,1990,"poetry,fiction,history,historical fiction,biography,fantasy,paranormal,non-fiction"
1552859,7393.0,Persuasion,Paperback,"1265,362983,26484",249,2004,"fiction,romance,history,historical fiction,biography"
1552863,1199.0,The Jane Austen Book Club,Paperback,1448,288,2005,"fiction,romance"
1553473,229.0,"Murder on the Orient Express (Hercule Poirot, #10)",Paperback,"123715,6573436,4720520",322,2004,"mystery,thriller,crime,fiction,history,historical fiction,biography"
1553516,423.0,The Call of the Wild,Paperback,1240,172,2001,"young-adult,fiction,history,historical fiction,biography,children,fantasy,paranormal"
1553676,14839.0,P.S. I Love You,Paperback,7116,470,2005,"romance,fiction,young-adult"
1555359,19137.0,"Vampire Kisses (Vampire Kisses, #1)",Mass Market Paperback,153734,253,2005,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1555361,14419.0,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",Paperback,"153732,1411091",192,2007,"fantasy,paranormal,romance,young-adult,comics,graphic,fiction,mystery,thriller,crime"
1561444,7577.0,"Flyte (Septimus Heap, #2)",Paperback,"157663,619712",521,2007,"fantasy,paranormal,young-adult,fiction,children"
1561445,23481.0,"Physik (Septimus Heap, #3)",Hardcover,"157663,619712",545,2007,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
1561678,1603.0,"Allegiant (Divergent, #3)",Hardcover,4039811,526,2013,"young-adult,fiction,fantasy,paranormal,romance"
1562234,7992.0,The Color Purple,Paperback,7380,295,2004,"fiction,history,historical fiction,biography"
1563732,21048.0,Ulysses,Paperback,5144,810,1990,fiction
1564253,3912.0,"Shadowland (The Mediator, #1)",Mass Market Paperback,11654,287,2005,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
1564920,20663.0,Sold,Hardcover,26250,268,2006,"young-adult,fiction,poetry,non-fiction,history,historical fiction,biography"
1565544,12885.0,Seriously... I'm Kidding,Hardcover,40648,241,2011,"non-fiction,history,historical fiction,biography,fiction"
1566991,24173.0,"1st to Die (Women's Murder Club, #1)",Paperback,3780,462,2005,"mystery,thriller,crime,fiction,romance"
1566999,6788.0,"School's Out—Forever (Maximum Ride, #2)",Hardcover,3780,409,2006,"young-adult,fantasy,paranormal,fiction,romance,mystery,thriller,crime,children"
1567890,7996.0,Scar Tissue,Paperback,"2955,5777662",465,2005,"non-fiction,history,historical fiction,biography,comics,graphic"
1569631,14566.0,Small Great Things,Hardcover,7128,480,2016,"fiction,mystery,thriller,crime"
1569673,20977.0,"Vision in White (Bride Quartet, #1)",Paperback,625,325,2009,"romance,fiction"
1570764,23777.0,"The Girl in the Spider's Web (Millennium, #4)",Hardcover,"242659,706255,3105358",400,2015,"fiction,mystery,thriller,crime"
1571735,22464.0,"You're the One That I Want (Gossip Girl, #6)",Paperback,12665,224,2004,"young-adult,fiction,romance"
1577631,6910.0,Wolfsbane (Nightshade #2; Nightshade World #5),Hardcover,3041100,390,2011,"young-adult,fantasy,paranormal,romance,fiction"
1578924,1167.0,The Blind Assassin,Paperback,3472,637,2001,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance,fantasy,paranormal"
1579804,460.0,The Secret Garden,Hardcover,2041,331,1998,"fiction,children,young-adult,history,historical fiction,biography,fantasy,paranormal,mystery,thriller,crime"
